Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
9a657fa8-28e3-50fe-4a6e-88732624e20f,1983-05-13,,999-82-3530,S99931520,X1742995X,Mr.,Kerry175,Bernardo699,Schmitt836,,,M,asian,nonhispanic,M,Busan  Busan  KR,594 Becker Throughway,San Jose,California,Santa Clara County,6085,95014,37.231506388433004,-121.78484607437407,11284.75,517.25,991432
5d431ec1-e755-d3de-24c0-f586500e8207,1967-12-05,,999-15-9011,S99918584,X57979926X,Mrs.,Celeste191,Shonda871,Hayes766,,Kilback373,M,white,nonhispanic,F,Visalia  California  US,1053 Berge Junction,Bellflower,California,Los Angeles County,6037,90723,33.8458613946942,-118.16680243934961,5500.00,8732.36,6921
8a3478a0-31f5-87eb-1f3f-14df901193d4,1992-07-06,,999-56-9240,S99957514,X16408213X,Mrs.,Donald774,,Sporer811,,Turner526,M,white,nonhispanic,F,Elk Grove  California  US,650 Murazik Divide,Oceanside,California,San Diego County,6073,92056,33.21215827918941,-117.2552560168957,11905.72,0.00,116408
cfe392c3-585c-c271-08b0-e7023b9f439d,1997-06-24,,999-70-3393,S99934129,X2611775X,Ms.,Bryanna1,,Welch179,,,,white,nonhispanic,F,Carson  California  US,615 Hauck Rapid Apt 15,Los Angeles,California,Los Angeles County,6037,90031,34.1931322011019,-118.58744785207769,3250.00,8634.20,21947
0384793b-49c5-115d-8deb-95f2a34867d6,2015-04-30,,999-24-5753,,,,Leroy603,Deandre599,Klocko335,,,,white,nonhispanic,M,San Marcos  California  US,411 Mann Route,Encinitas,California,San Diego County,6073,92024,33.07821721543903,-117.28267779731901,900.00,6637.68,44171
14c31424-b409-abda-847e-cfd74336a4c7,1979-01-14,,999-49-1089,S99943923,X34827067X,Mr.,Luke971,,Dach178,,,S,white,nonhispanic,M,Visalia  California  US,718 Bartoletti Ranch Unit 1,Ontario,California,San Bernardino County,6071,91764,34.04924504915589,-117.64172290491388,12367.52,0.00,113593
c25c7b27-55dc-d01f-7cbf-fc18490d76d4,1956-05-21,,999-45-8819,S99931619,X12035511X,Mrs.,Jovita355,Fernande593,Kilback373,,Harvey63,D,white,nonhispanic,F,Ontario  California  US,948 Conn Walk,Glendale,California,Los Angeles County,6037,91201,34.20899294514855,-118.20069299835185,12445.47,4215.85,44299
9814fa61-d99a-bb8f-de7d-50a669ef9a5c,2023-03-01,,999-35-8052,,,,Randall756,Trevor374,Kuhlman484,,,,white,hispanic,M,Hermosa Beach  California  US,803 Emard Trail,Lynwood,California,Los Angeles County,6037,90059,33.91868925237643,-118.1492716401665,200.00,4102.08,9179
4d33f0ed-5849-d0a3-1b7d-739a5a25193b,2014-06-07,,999-71-4234,,,,Antonia30,Norma469,Agosto501,,,,white,hispanic,F,Ponce  Puerto Rico  PR,172 Gottlieb Neck,Brea,California,Orange County,6059,92835,33.926901728852336,-118.00117275050793,7820.44,0.00,75658
801c899f-6554-1279-96b1-55804eb5f95f,1980-10-15,,999-32-9572,S99958659,X74352897X,Mr.,Ricardo560,,Aponte375,,,M,asian,hispanic,M,Puebla  Puebla  MX,188 Skiles Promenade,San Jose,California,Santa Clara County,6085,95127,37.41529683223232,-122.0629636705295,12220.76,0.00,137232
8774c0e9-1a20-c156-e412-38f18f556343,1971-02-02,,999-75-3972,S99913251,X61859096X,Mrs.,Catherine271,Anitra287,Tillman293,,Terry864,M,white,nonhispanic,F,Los Angeles  California  US,208 Bailey Harbor,Moreno Valley,California,Riverside County,6065,92508,33.93259149490954,-117.12054199755657,13520.08,0.00,95679
6bdc1227-1803-67f8-253c-5eda63c9b042,1995-08-19,,999-31-6272,S99927468,X85474297X,Mrs.,Christeen33,Phylis163,Senger904,,Haag279,M,white,hispanic,F,Hacienda Heights  California  US,909 Emmerich Port Unit 8,Winter Gardens,California,San Diego County,,00000,32.88631617638416,-116.91635390680578,11621.56,0.00,86792
1195db71-85c8-4641-b486-7b26be6db46a,1991-12-16,,999-45-3173,S99981941,X34383451X,Mr.,Jae222,Sterling124,Lind531,,,M,white,nonhispanic,M,Bonita  California  US,161 Klein Light,Rialto,California,San Bernardino County,6071,92377,34.0772453748959,-117.43548440060648,11905.72,0.00,74296
eaec836e-4c8c-cfa7-8144-ae90f46527ef,1976-10-12,,999-35-4604,S99993251,X76003824X,Mr.,Florencio463,Ambrose149,Rohan584,,,M,other,nonhispanic,M,Dixon Lane-Meadow Creek  California  US,292 Lakin Common,Roseville,California,Placer County,6061,95678,38.72818995397525,-121.24923473156569,4550.00,7692.28,14552
b74058db-af39-7101-ebb8-22a4fa1a2d21,1988-12-19,,999-95-9437,S99995370,X25620667X,Mrs.,Ángela136,,Covarrubias273,,Mota271,M,white,hispanic,F,Wesley  Saint Andrew Parish  DM,553 Friesen Extension,San Diego,California,San Diego County,6073,92110,32.58835545104572,-117.03103838306971,11236.48,0.00,99091
026cbfbf-bd19-75cf-1113-818044c47092,2005-01-09,,999-39-5857,S99950317,,Ms.,Tameka381,Stepanie29,Cruickshank494,,,,asian,nonhispanic,F,Busan  Busan  KR,299 Hintz Avenue Apt 9,San Clemente,California,Orange County,6059,92673,33.40101302896448,-117.57683187594455,10637.28,0.00,317833
37bf6a98-0f65-f55c-776e-b1459c0c51e7,1956-01-18,,999-42-1511,S99979910,X26074685X,Mr.,Whitney250,Ellsworth48,Hansen121,,,S,white,nonhispanic,M,Los Angeles  California  US,115 Koch Arcade Apt 75,San Buenaventura (Ventura),California,Ventura County,6111,93001,34.26832478876464,-119.18985601531908,16676.32,813.16,49393
db681476-ec22-adfd-c744-68638d872054,1963-12-31,,999-44-9701,S99991206,X74391257X,Mrs.,Verena947,,Rippin620,,O'Kon634,M,white,nonhispanic,F,Lodi  California  US,1089 Langworth Bay,San Clemente,California,Orange County,6059,92672,33.45678362674535,-117.59043318544558,15227.40,0.00,227138
dca38079-68d9-bca0-cef4-1ab08e4efd48,2000-11-14,,999-14-6507,S99995011,X85128712X,Ms.,Augusta206,Eufemia350,Brakus656,,,,white,nonhispanic,F,Eureka  California  US,278 Zboncak Mall Apt 36,San Bernardino,California,San Bernardino County,6071,92411,34.1646653901823,-117.29772492255297,3473.52,7582.52,32728
49846fd4-71c6-b334-aa96-d9a297dcd69a,1973-02-24,,999-24-9104,S99934956,X8451211X,Mr.,Norman647,Kris249,Schaden604,,,M,white,hispanic,M,Los Angeles  California  US,784 Homenick Gate,Los Angeles,California,Los Angeles County,6037,91411,33.91253005863743,-118.31894122353644,8878.04,4212.52,41397
25f20247-3a10-68d5-15c7-46cab03e19e9,2001-04-16,,999-41-6751,S99946250,X15933145X,Ms.,Kelli207,Eva64,Heaney114,,,,black,nonhispanic,F,Novato  California  US,1081 Orn Grove,Los Angeles,California,Los Angeles County,6037,90017,34.19333004998643,-118.48657156276305,11601.44,0.00,893635
59d6f55d-c1fd-f273-add2-024774ba0810,2016-06-28,,999-92-4758,,,,Salvador46,Marco Antonio298,Cepeda588,,,,white,hispanic,M,Gaudalajara  Jalisco  MX,914 Rohan Estate,El Monte,California,Los Angeles County,6037,91780,34.07618223654082,-118.06691471049672,5867.27,1387.65,84876
fcb4db46-7b63-8d41-bb65-8f9af6d4d3f5,1986-04-08,,999-56-4267,S99966635,X43036772X,Mr.,Jules135,Wilfredo622,Ondricka197,,,M,white,nonhispanic,M,Los Banos  California  US,157 Lynch Well,Sacramento,California,Sacramento County,6067,95814,38.572942432900085,-121.46323692232038,11246.54,0.00,943833
e51b936f-8643-a572-a24c-483002a1cca3,1981-09-02,,999-36-7514,S99957380,X81868919X,Mrs.,Alejandra902,Carmen818,Irizarry542,,Cavazos163,M,white,hispanic,F,Wesley  Saint Andrew Parish  DM,435 Connelly Landing Suite 30,Menifee,California,Riverside County,6065,92584,33.796969217767284,-117.34177006749758,12220.76,0.00,140162
3f2fbea3-eff5-beb0-9a3a-9796c1d2ff84,2000-08-12,,999-71-6619,S99963406,X47334945X,Mr.,Travis723,Bernie827,Bernier607,,,,white,nonhispanic,M,San Diego  California  US,463 Kuhlman Trace,Concord,California,Contra Costa County,6013,94521,37.884241540730756,-122.06786474738772,2700.00,8356.04,22110
12f7c76b-eba8-4e9f-c296-3d581fbc2222,1991-07-24,,999-32-7796,S99991737,X6186850X,Mr.,James276,Darryl392,Roob72,,,M,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,1051 Thompson Terrace,Huntington Beach,California,Orange County,6059,92683,33.65749645462663,-117.95138420524901,11769.72,0.00,46811
3e04156e-8e92-52b6-17ff-9b3a4c7c3033,1956-02-14,,999-22-3241,S99918314,X71721694X,Mr.,Boris111,,Von197,,,M,white,nonhispanic,M,Los Angeles  California  US,1020 Altenwerth Village Suite 5,Folsom,California,Sacramento County,6067,95742,38.712532029554055,-121.15913060676228,16473.04,471.04,91044
b54d9e1d-9b3a-863c-d8cd-bc5184b0fa68,1963-06-07,,999-61-9811,S99921837,X58155589X,Mrs.,María Elena653,Guillermina633,Vélez150,,Flores439,D,white,hispanic,F,Salisbury  Saint Joseph Parish  DM,868 Beatty Camp Suite 95,Atascadero,California,San Luis Obispo County,6079,93422,35.48501492888373,-120.6605279400825,6000.00,9100.76,11535
9e393719-f5a7-017c-634b-780dfc2ac6cb,1950-07-01,,999-33-1294,S99998940,X20101897X,Mr.,Vaughn909,,Harris789,,,W,black,hispanic,M,Hawaiian Gardens  California  US,957 Mertz Key Suite 55,Riverside,California,Riverside County,6065,92503,33.93187363178398,-117.29209061004663,16686.04,1401.24,194207
598c4dec-f1e7-7506-68c3-97de1e242ac0,2007-02-19,,999-70-3729,S99960795,,,Jerrold404,Samual455,Mayer370,,,,white,nonhispanic,M,Pasadena  California  US,925 Littel Wall Apt 64,Seal Beach,California,Orange County,6059,90720,33.695104926764984,-118.13221923823012,1800.00,9225.16,17599
a3db9236-25bd-4fb7-2cc8-335341d8c2cb,1957-03-13,,999-51-7313,S99965650,X89326795X,Mr.,José3,Mario764,Cavazos163,,,M,white,hispanic,M,Santo Domingo  National District  DO,619 Cummings Trace Suite 53,Artesia,California,Los Angeles County,6037,90701,33.876409085706115,-118.04276456530438,16785.44,421.28,89790
4d93e88f-2c6a-e935-4b5d-d279ba08cf57,1970-12-20,,999-43-6964,S99929143,X48966952X,Mr.,Jamie386,Alonso270,Schaden604,,,M,hawaiian,nonhispanic,M,Los Angeles  California  US,840 Glover Road,Citrus Heights,California,Sacramento County,6067,95628,38.66110526312211,-121.36890575417732,5250.00,8270.08,8181
86feba5e-2ec6-e8c1-094a-b03af9e9fda6,1950-06-07,,999-71-6982,S99938745,X36341821X,Mr.,Esteban536,,Estévez304,,,M,white,hispanic,M,Buenos Aires  Ciudad de Buenos Aires  AR,985 Carroll Approach Apt 77,Modesto,California,Stanislaus County,6099,95368,37.67844371434514,-121.04628822198885,13569.75,4517.53,35631
b72cef7e-f44e-4f6e-06ea-cd52e0e15c41,2012-12-13,,999-30-4317,,,,Denver542,Carl856,Green467,,,,white,hispanic,M,San Diego  California  US,255 Abbott Quay,Los Angeles,California,Los Angeles County,6037,91105,34.20268750254584,-118.68795700986928,1100.00,7411.20,11858
ac2a5ae5-9627-cd9e-9fc7-00f1412051f1,1975-09-29,,999-99-7912,S99955423,X6569503X,Mrs.,Ana972,,Márquez847,,Venegas795,M,white,hispanic,F,Panama City  Panama  PA,678 Mohr Trace,Corona,California,Riverside County,6065,92882,33.749836356235505,-117.49959797802035,12389.04,0.00,137254
750d6333-9ed4-4aea-2308-c0511e69d916,1953-08-11,,999-60-7023,S99917800,X88281312X,Mrs.,Bethel526,Khadijah960,Reilly981,,West559,M,white,hispanic,F,San Diego  California  US,567 Koch Heights,Los Angeles,California,Los Angeles County,6037,90014,34.218270933790144,-118.42264301066388,6670.00,11113.00,20674
fe5660a9-d71e-6b31-3b66-db7e838f207e,1972-07-08,,999-42-4686,S99945924,X76045979X,Ms.,Genevive999,Kelley882,Mosciski958,,,S,white,nonhispanic,F,Los Angeles  California  US,694 Kuhlman Trafficway Apt 39,Penngrove,California,Sonoma County,6097,94951,38.31148561606659,-122.62600697507625,12827.92,0.00,81402
75784b52-261a-a9a4-5774-bd34d52ae3ae,2002-09-06,,999-58-9532,S99912164,X25431562X,Ms.,Leonore418,Cicely661,Carter549,,,,black,nonhispanic,F,El Centro  California  US,598 Murray Lane,Galt,California,Sacramento County,6067,95632,38.29082049323208,-121.17758296297238,11182.68,0.00,80424
d1a507d4-2671-de88-6b25-1c55de659834,1979-05-04,,999-86-9649,S99953094,X75396101X,Mrs.,Iva908,,McKenzie376,,Stamm704,W,asian,nonhispanic,F,Ho Chi Minh City  Gia Định  VN,802 Swaniawski Skyway,Los Angeles,California,Los Angeles County,6037,90028,34.0242025609528,-118.19955887123619,4300.00,7522.12,19792
bf5788b9-3026-8d68-5dbc-654bcc71149c,2007-01-25,,999-46-3421,S99968341,,,Juana825,,Lozada73,,,,asian,hispanic,F,Bayamon  Puerto Rico  PR,223 Hintz Trafficway Suite 70,San Diego,California,San Diego County,6073,92037,32.73045829639275,-117.1830276697177,1700.00,8643.76,21865
6d42b731-a41f-e8c6-b200-a62af2b53f9f,1960-01-02,,999-28-4326,S99940333,X21347945X,Mr.,Sergio619,Miguel Ángel46,Naranjo39,,,D,white,hispanic,M,Santo Domingo  National District  DO,519 Waters Byway,Fontana,California,San Bernardino County,6071,92316,34.020005637170236,-117.39704387007896,16358.44,0.00,123606
ddcb6969-ba73-52ad-c4fd-8b7a9d7d6991,1963-05-17,,999-85-1320,S99912020,X54691811X,Mrs.,Shawnta32,Clementina782,Ward668,,Hegmann834,M,white,nonhispanic,F,Petaluma  California  US,189 Weimann Trafficway,Santa Maria,California,Santa Barbara County,6083,93455,34.90545615159624,-120.39845988597324,11705.64,3940.52,25537
6e7efc00-9e96-61da-18f7-00f6c99df2d7,1997-11-16,,999-22-2714,S99940649,X942920X,Mr.,Brice635,Roy364,Satterfield305,,,,white,hispanic,M,Antelope  California  US,948 Murazik Dam,Baldwin Park,California,Los Angeles County,6037,91706,34.09190711428562,-117.96493279341966,11884.20,0.00,77238
54be99d5-ca81-f3b2-c0b3-a0b0b17e872e,2010-09-09,,999-57-4517,,,,Dylan44,Clyde817,Ebert178,,,,asian,hispanic,M,San Luis Obispo  California  US,627 Brown Road Unit 12,Los Angeles,California,Los Angeles County,6037,90002,34.02397862638587,-118.23206567756691,1400.00,8494.12,14206
7af5aadf-0d81-4f2f-6d2f-db44c5893b1e,1990-12-16,,999-71-8121,S99928595,X58743097X,Mr.,Claudio955,Patricio639,Arias66,,,M,white,hispanic,M,Caracas  Capital District  VE,838 Kling Path,Buena Park,California,Orange County,6059,90621,33.8499158374729,-118.03012867866964,11633.72,0.00,59941
2cfe06ca-ca9a-0bf2-9658-f061660059b8,1973-01-20,,999-15-6155,S99910572,X33560211X,Mr.,Lloyd546,Virgilio529,Hahn503,,,M,white,hispanic,M,Los Angeles  California  US,593 Lueilwitz Meadow,Pacific Grove,California,Monterey County,6053,93950,36.64220174255149,-121.9503995519931,12545.16,0.00,652453
62fe51c5-ffb8-8ff2-f73c-b9f63e58d2e9,1997-03-06,,999-77-2574,S99916407,X69148090X,Mr.,Lawrence741,,Wisozk929,,,,asian,hispanic,M,Rancho Palos Verdes  California  US,468 Moore Trace,San Jose,California,Santa Clara County,6085,95035,37.28666750974792,-121.76675833436813,11884.20,0.00,101362
457e50c1-7f7f-1725-182a-4d172caac177,1990-05-18,,999-18-4665,S99942540,X49443391X,Mrs.,Diane211,Towanda270,Krajcik437,,Treutel973,M,white,nonhispanic,F,Long Beach  California  US,644 Walker Extension,Los Angeles,California,Los Angeles County,6037,90033,34.29052501018509,-118.4452452600947,10963.08,0.00,72076
4af06725-e0c9-2b6d-e072-7c7f96a79e66,1961-06-03,,999-91-9490,S99930709,X73829424X,Mrs.,Gia583,Annelle169,Mraz590,,Franecki195,M,white,nonhispanic,F,Los Angeles  California  US,1051 Gleason Brook Suite 1,Santa Ana,California,Orange County,6059,92780,33.70974612451724,-117.87594863883031,15530.28,0.00,46602
f5bdf225-acc5-4f22-de5e-e5665ffd4aae,1994-01-29,,999-34-7470,S99946703,X64368042X,Mr.,Antony83,,Kertzmann286,,,M,asian,nonhispanic,M,Temescal Valley  California  US,123 Rodriguez Run Suite 40,Mountain View,California,Santa Clara County,6013,94553,37.947324825961736,-122.10840022066667,11485.56,0.00,99851
71253a4d-02af-3048-9232-6af8ab09b2ee,2009-12-17,,999-11-9373,,,,Emily542,Coralee911,VonRueden376,,,,white,nonhispanic,F,Los Angeles  California  US,454 Denesik Dale Unit 86,Los Angeles,California,Los Angeles County,6037,90011,34.105831306770426,-118.32978641015754,1450.00,8454.18,17532
c8ec5871-60c3-7fb3-9ba0-48b30109ff96,2012-05-07,,999-16-8668,,,,Alfredo17,Horacio317,Jaime666,,,,white,hispanic,M,Havana  Havana  CU,456 Stiedemann Lane Unit 51,Los Angeles,California,Los Angeles County,6037,90004,34.038272977608784,-118.34258778511473,1300.00,8175.36,31658
123b5f55-e0f0-9ee7-cf72-ee10afed7732,1973-07-31,,999-40-5410,S99968630,X34139047X,Mrs.,Evan94,Gemma107,Okuneva707,,Medhurst46,M,asian,nonhispanic,F,Hanoi  Hà Đông  VN,710 Kovacek Light,Brentwood,California,Contra Costa County,6013,94513,37.904698748900486,-121.71864403433518,12681.16,0.00,889752
344cac59-9bb8-8a53-2ff2-88bb2e4f459d,2018-06-28,,999-21-7620,,,,Rodrigo242,Sergio619,Larkin917,,,,asian,nonhispanic,M,Cantho  Cần Thơ  VN,307 Baumbach Terrace Suite 57,McFarland,California,Kern County,6029,93250,35.67004182056591,-119.19088317444712,600.00,6089.40,37579
d548bd2b-ac1a-5eac-dd34-0d2c959884eb,1952-11-16,,999-76-1515,S99988645,X41149228X,Mr.,Fredric73,Jeffrey461,Predovic534,,,M,white,nonhispanic,M,Garden Grove  California  US,881 Rogahn Underpass Unit 33,Stockton,California,San Joaquin County,6077,95207,38.05246480170019,-121.32014790430279,13132.67,5069.09,31309
b7c8ef35-011f-9b61-062e-53d430dcf8fe,2021-02-23,,999-45-5392,,,,Dean966,Margarito178,Emard19,,,,white,hispanic,M,San Diego  California  US,428 Stanton Skyway,Riverdale Park,California,Stanislaus County,,00000,37.582124601352454,-121.08567486727898,5297.12,0.00,59682
46e38604-fa00-18da-5431-4939f638a026,1997-06-14,,999-49-2926,S99991322,X67624502X,Mr.,Myron933,,Wiza601,,,,white,hispanic,M,Rancho Cucamonga  California  US,191 Hessel Crossing,Mead Valley,California,Riverside County,,00000,33.859002346679134,-117.29478380469801,4451.68,7432.52,30344
a93cc902-723b-e1ec-40b4-3c0bbcd7a20b,2019-07-11,,999-87-3544,,,,Normand813,Chuck784,Crist667,,,,white,nonhispanic,M,Ontario  California  US,262 Dach Estate,South Pasadena,California,Los Angeles County,6037,90042,34.0841469709886,-118.11927120819236,6406.64,0.00,167703
b99a248a-f61a-ee0b-a84d-d31274507508,1992-11-20,,999-31-2480,S99956439,X60803028X,Mr.,Shad704,,Parker433,,,M,white,hispanic,M,Victorville  California  US,328 Marvin Trailer Unit 77,Palmdale,California,Los Angeles County,6037,93550,34.47142168137678,-117.93731550265309,5403.20,6502.52,33813
deebad09-d862-57e8-443e-965e7c61b970,2007-11-11,,999-67-5728,S99987527,,,Joe656,Willard975,Morissette863,,,,asian,hispanic,M,Irvine  California  US,274 Stokes Haven Apt 14,Los Angeles,California,Los Angeles County,6037,90090,34.0624046088095,-118.33999888547382,10605.70,0.00,47769
a81f56de-8d83-4606-9d79-b006b2dfe3f1,1958-12-11,,999-70-8418,S99973692,X71593703X,Mr.,Wally311,Alonzo487,Marks830,,,S,asian,nonhispanic,M,Fresno  California  US,405 Schaden Burg Apt 98,Redwood City,California,San Mateo County,6081,94062,37.48226111177729,-122.17794179001879,16591.44,185.76,189401
90327372-096d-2979-b008-da81f0f4288c,1952-02-29,,999-96-6454,S99954300,X80222779X,Mrs.,Nicholle822,,Schimmel440,,West559,M,white,nonhispanic,F,Fresno  California  US,488 Trantow Highlands,Napa,California,Napa County,6055,94558,38.34259488164025,-122.30280316971728,13328.52,5156.00,30522
59b36b7c-f9bc-20cf-83e8-7d9007c8f860,2001-07-29,,999-10-3104,S99958423,X83153228X,Ms.,Edie35,Terina405,Sporer811,,,,asian,nonhispanic,F,Los Angeles  California  US,731 Weber Key Suite 93,Oakland,California,Alameda County,6001,94611,37.719968199338936,-122.14999633275774,11601.44,0.00,72546
bf6de15d-5c92-6c23-09c9-913511aaef88,1996-12-16,,999-85-5153,S99995389,X85645919X,Ms.,Loreen513,Verna758,Stroman228,,,,white,hispanic,F,Bakersfield  California  US,994 Kautzer Mall,Fontana,California,San Bernardino County,6071,92335,34.14624123780234,-117.42164283327574,11884.20,0.00,75413
df568a5b-a1ab-60e8-d514-9cc9d9565819,2005-04-12,,999-79-7893,S99910885,,Mr.,Joesph309,Cristobal567,Sauer652,,,,white,nonhispanic,M,Los Angeles  California  US,870 Morar Parade,Newport Beach,California,Orange County,6059,92627,33.62477741139634,-117.7993469688383,11318.68,0.00,105316
b6a67b28-277c-0d34-4f79-369ee8013f81,2010-03-11,,999-25-7639,,,,Harland508,Sterling124,Daugherty69,,,,white,hispanic,M,Los Angeles  California  US,1046 Lindgren Glen Unit 33,Rialto,California,San Bernardino County,6071,92336,34.09935982648852,-117.25608578178965,10176.88,0.00,51778
b1ee8426-e2c1-244b-6dc4-e74cdeb03828,1991-07-24,,999-39-1133,S99977815,X20193255X,Mrs.,Susan422,,Wisoky380,,Mante251,M,white,nonhispanic,F,San Dimas  California  US,201 Boehm Trafficway Apt 96,Los Angeles,California,Los Angeles County,6037,90089,33.975244685001606,-118.35082381214829,11224.32,0.00,73119
3bd6a7b3-267d-f810-34a6-7432f9cd54c3,1944-01-21,,999-84-2279,S99989881,X34628057X,Mr.,Simon598,,Skiles927,,,M,asian,nonhispanic,M,Citrus Heights  California  US,866 Swift Course,Sacramento,California,Sacramento County,6067,95660,38.57187885962057,-121.49094331014463,18054.99,1739.61,119509
930519aa-6e7f-50b3-c3b2-c355708ff061,1982-07-25,,999-55-5076,S99949365,X24812241X,Mr.,Mark765,Claude750,Corwin846,,,M,white,nonhispanic,M,Los Angeles  California  US,300 Schroeder Gate Unit 40,Elk Grove,California,Sacramento County,6067,95758,38.41339542012303,-121.35979534129493,4150.00,7525.36,8710
67ff112c-d494-3681-885e-b773d7bd1fb0,1984-10-13,,999-38-1135,S99913434,X13414897X,Ms.,Tiffanie406,,Swaniawski813,,,S,white,hispanic,F,La Habra  California  US,132 Stoltenberg Dale,Los Angeles,California,Los Angeles County,6037,90732,34.09862347322411,-118.24818012592664,5673.32,5164.52,42429
51857d40-85c2-215f-cf25-c96afdcae04b,1959-03-21,,999-28-9153,S99914468,X51854492X,Mrs.,Rebeca548,Patricia625,Ramos754,,Mateo562,M,black,hispanic,F,Kingston  Kingston  JM,547 Schimmel Gardens,Fontana,California,San Bernardino County,6071,92316,34.16509324628025,-117.41679181113156,16591.44,185.76,67922
0d7c4cf8-0c8f-df44-7211-3bfc2923975e,2004-06-03,,999-68-8391,S99997445,X81945234X,Ms.,Carmina141,Adina377,Hammes673,,,,white,nonhispanic,F,San Clemente  California  US,764 Connelly Fort Suite 6,Mission Viejo,California,Orange County,6059,92694,33.59873643723427,-117.61098150360374,11182.68,0.00,141741
3862a1d2-d98e-c187-a99f-127e592c2970,1994-10-03,,999-77-6911,S99929144,X6772027X,Mrs.,Johna806,Cindy893,Kling921,,Schaden604,M,white,hispanic,F,Escondido  California  US,979 Larkin Highlands Suite 64,Santa Rosa,California,Sonoma County,6097,95401,38.415506537299734,-122.65924126040045,11621.56,0.00,195523
