Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
e249e10c-9bd1-3359-8497-37fbc72797be,a0c63140-c437-3c5e-93dd-cbdfaf7eb93d,Teodoro374 Koss676,M,GENERAL PRACTICE,2540 EAST ST,CONCORD,CA,945202267,37.9835342,-122.03326853469336,2,0
697439a4-8720-32a9-ae09-5dc2c2aea0fd,9afa5d3c-7ee6-3f21-9b1b-5591edfe1edb,Willene254 Champlin946,F,GENERAL PRACTICE,1999 S BASCOM AVE STE 1020,CAMPBELL,CA,950082206,37.28777715,-121.93521282508343,76,0
0f7e9313-cd42-381a-9700-4c68e1c8bbb1,8b2ec3b3-4e89-37ec-8d84-906506468ede,Augustine565 Brekke496,M,GENERAL PRACTICE,7601 IMPERIAL HWY,DOWNEY,CA,902423456,33.9404441,-118.1292846,2,0
a99a575c-2074-3954-b4f6-7cac31fef7e3,0072bb4c-2b6a-38df-80fa-149efbc6f22f,Juan Carlos348 Herrera193,M,GENERAL PRACTICE,3816 WOODRUFF AVE STE 410,LONG BEACH,CA,908082146,33.82809,-118.1152833,66,0
b55c22cd-1c59-3e68-9491-eeac299fb918,c9d73eed-97d4-329e-a8b7-cc66e5d6ef9d,Dolores502 Bravo546,F,GENERAL PRACTICE,624 W DUARTE RD,ARCADIA,CA,910079260,34.1362075,-118.0401497,47,0
973d1ca6-742b-3629-b4bf-cebc74caa806,5c406b49-c04d-373f-a1c5-2b5629f41047,Reagan466 Greenholt190,F,GENERAL PRACTICE,901 CAMPUS DR,DALY CITY,CA,940154930,37.6650855,-122.4756885,1,0
0669547e-a3c3-3042-bfb3-ab83b2d22ded,a57489e4-f665-3dde-8406-9ff3f0a5b508,Bart73 Becker968,M,GENERAL PRACTICE,1555 SOQUEL DRIVE,SANTA CRUZ,CA,950651705,36.99011325,-121.98355367962361,3,0
f8de580a-e5ec-3d33-9799-8311ff490038,a2acc2d6-25c5-330d-8d81-118480281b9c,Todd315 Steuber698,M,GENERAL PRACTICE,3630 E IMPERIAL HWY,SOUTH GATE,CA,902806237,33.9305079,-118.174463,8,0
1122465c-8d27-3f8f-ad3f-47885c575918,2fcf25ad-9453-3eb9-a9ee-8e728fb9a1cc,Shawn523 Trantow673,M,GENERAL PRACTICE,7231 SANTA MONICA BLVD,WEST HOLLYWOOD,CA,900466724,34.090801,-118.347391,43,0
d03c8449-8304-3c3b-8a13-3d6f4b7b10c7,d5823b7c-cd3f-3699-acc4-4496829d388f,Ana María762 Tórrez28,F,GENERAL PRACTICE,1231 N. AVALON BLVD,INDIO,CA,922015832,33.7192808,-116.2188054,29,0
619bc36a-1c7e-3a7d-ae53-517811aa848b,bc450266-f594-3852-8438-6ebd550172f9,Hugo693 Zelaya592,M,GENERAL PRACTICE,26520 CACTUS AVE,MORENO VALLEY,CA,925553927,33.9119259,-117.19637878783084,2,0
7818e09a-b60a-395a-968a-c8f750c0d5f0,189e625c-01ca-34b7-8b4f-4324540efd44,Florentino8 Kessler503,M,GENERAL PRACTICE,1600 SAN FERNANDO ROAD,SAN FERNANDO,CA,913403115,34.288946,-118.447908,91,0
3e94aa12-d656-31a7-89d8-39f0ddbefd48,8d1bbb74-2258-331a-8b08-1584eaa8b9d8,Valarie790 Bernhard322,F,GENERAL PRACTICE,6955 FOOTHILL BLVD SUITE 200,OAKLAND,CA,946052426,37.769681076501826,-122.17535500849695,43,0
6cefed15-16f0-37ec-bf35-d62fba6eb01e,c350d041-d527-389a-bfc6-c20f0d6c353e,Rafael239 Gonzales379,M,GENERAL PRACTICE,1251 W REDONDO BEACH BLVD STE 101,BUENA PARK,CA,906204182,33.870413,-117.9962165,48,0
94a1bf10-a53f-36a3-80bd-3d9d68c902f1,c63030a8-50de-3b32-9559-f24fa51a0005,Nickolas58 Schumm995,M,GENERAL PRACTICE,6501 COYLE AVE,SACRAMENTO,CA,958212122,38.66952005,-121.31317653001221,6,0
dc0d8772-9a5b-3bb4-b08d-3505c32dcbdd,0d309302-e37e-313e-9cd2-1995aedafd7d,Ramiro608 Pedraza69,M,GENERAL PRACTICE,2595 E WASHINGTON BLVD STE 106,PASADENA,CA,911071409,34.16923244444445,-118.09680325396826,83,0
8d345143-4098-3b89-af9b-f592a6584310,67561b3a-eb88-34de-b43b-82bcd51d726a,Briana139 Erdman779,F,GENERAL PRACTICE,976 LENZEN AVENUE,SAN JOSE,CA,951262737,37.334267,-121.91211257935106,18,0
5f153682-09f4-37db-ba7d-7be773fb96ca,3941a93d-060f-363c-b5b2-171109878a06,Noelle559 Padberg411,F,GENERAL PRACTICE,7150 TAMPA AVENUE,RESEDA,CA,913353700,34.2006552,-118.536528,1,0
1bb4b08d-3acb-3cf6-9b0f-e40a354ba6c7,bbb2fb97-1c9c-3c55-81e5-f8ebab17205c,Kathi607 Hilpert278,F,GENERAL PRACTICE,28062 BAXTER ROAD,MURRIETA,CA,925631401,33.61476705,-117.16858006444426,2,0
c63b969e-f2d4-3303-baf8-550cdf936f33,3c124a42-c259-33e7-88f0-9dda350e17a3,Ellis535 Ernser583,M,GENERAL PRACTICE,6601 WHITE FEATHER ROAD,YUCCA VALLEY,CA,922847916,34.1236205,-116.4139839,2,0
cb209392-2496-3a9d-a014-ac3a8add7e62,76620e25-b86c-3677-b20c-d2e728f0a999,Kimberlie352 Yundt842,F,GENERAL PRACTICE,9352 MADISON AVE,ORANGEVALE,CA,956624981,38.6685437,-121.2096393,29,0
6479dac7-ae4a-3b7a-a0b9-66989f19c1fd,38fcc1cb-6c6e-31c3-9aec-b73a06136c88,Carri827 Flatley871,F,GENERAL PRACTICE,438 W LAS TUNAS DR,SAN GABRIEL,CA,917761216,34.10094775,-118.10587972761789,2,0
fd5072f1-34c2-3c51-836c-3ca2d21aae18,8a171cbd-77fd-3b06-94f4-9233ec3063a3,Clotilde434 Howe413,F,GENERAL PRACTICE,438 W LAS TUNAS DR,SAN GABRIEL,CA,917761216,34.10094775,-118.10587972761789,4,0
6e68fedb-46cc-3126-892c-2ad1aaddb96b,ee0c5ab9-1b30-3800-ab0f-317da40c01b4,Tiffaney302 Brakus656,F,GENERAL PRACTICE,875 N BREA BLVD,BREA,CA,928212606,33.9349157,-117.89386520607448,4,0
08ab1918-982f-365f-b308-29dbc022d5fa,f1064d5f-5b9b-3d3b-85ed-53f8f424813e,Lynn917 Cassin499,F,GENERAL PRACTICE,2975 SYCAMORE DR,SIMI VALLEY,CA,930651502,34.28907715,-118.74568288307515,8,0
440ce578-7add-30cb-90f7-79924be71849,93ed9653-ca13-3a98-86a5-5ef3ace43108,Alyce744 Watsica258,F,GENERAL PRACTICE,130 STONY POINT RD,SANTA ROSA,CA,954014120,38.4411977,-122.7451848,51,0
ace08f88-8de9-3c4f-bcb6-0663f7620732,2077543a-d86b-3cff-886c-ec9e5b991da5,Cedrick207 Gleason633,M,GENERAL PRACTICE,1680 EAST 120TH STREET,LOS ANGELES,CA,900593026,33.92289615,-118.24269392395072,10,0
6c076cf5-7555-354e-b953-2f380d31f3ee,5886a9ff-38ee-37f9-9678-764e821f4d90,Hai304 Flatley871,M,GENERAL PRACTICE,2321 W WHITTIER BLVD,MONTEBELLO,CA,906403006,34.013696127608405,-118.12609789641164,29,0
5222abf3-dde0-32b0-8e3d-44d0bf28498f,cc6760f7-06d8-3152-ab5e-755c7cdf601c,Zane918 Ferry570,M,GENERAL PRACTICE,816 EAST ENOS DRIVE,SANTA MARIA,CA,934548205,34.934393535806414,-120.42278392789598,7,0
392339f6-def1-38e7-bb92-5de3c58df949,50f71c5b-5d86-331e-9373-743298fa51ac,Julian715 Kiehn525,M,GENERAL PRACTICE,100 HARTLE CT,NAPA,CA,945594020,38.2835307,-122.27955018405059,13,0
d031f96a-e691-3a6b-995c-e4a1b3005211,a3dd5d7b-5773-3cc9-9463-b4452820d9ab,Emmitt44 Jaskolski867,M,GENERAL PRACTICE,11724 VENTURA BLVD STE A,STUDIO CITY,CA,916042621,34.14140806060606,-118.38822866666666,54,0
f9615896-0946-3c04-bcc7-4f4fdc2e17dd,3070f715-9571-3b83-a9a6-bc1bd025485c,Dolores502 Márquez847,F,GENERAL PRACTICE,3680 E IMPERIAL HWY,LYNWOOD,CA,902622663,33.9309405,-118.1804334,97,0
297b733c-aa9b-36d3-9aa1-ef4f0fa6259c,299e2731-a4c8-3110-abf4-176a65b2fce1,Manuela585 Ortega866,F,GENERAL PRACTICE,47111 MONROE STREET,INDIO,CA,922016739,33.7061251,-116.23612764229054,6,0
d4f51ed5-89e9-32b6-ac18-be2bfbe6b387,0268147d-dc91-377f-9ef3-fb9489528b75,María Elena653 Colón139,F,GENERAL PRACTICE,3444 KEARNY VILLA RD STE 202,WHITTIER,CA,906033301,33.9708782,-118.030839,31,0
08afcdaf-ee85-33e9-8b64-7c3653b58a99,d72a0091-17e0-3e09-b097-2b37e555b3c3,Salvador46 Alcántar600,M,GENERAL PRACTICE,10538 MISSION GORGE RD,SANTEE,CA,920713154,32.838712,-116.96787,55,0
e727ebd1-9929-3610-b9ff-9dd9fe170257,22aa1859-1897-3639-9611-b2211f0d1bb3,Magdalena964 Delatorre612,F,GENERAL PRACTICE,6225 N FRESNO ST STE 103,FRESNO,CA,937105268,36.827111818160084,-119.78140968204733,35,0
6f1acfbf-4caf-3339-86ac-c780f2bfb675,db1e46ba-b639-3243-873a-4c3bce098b7b,Regenia619 Bosco882,F,GENERAL PRACTICE,15630 18TH AVE,CLEARLAKE,CA,954229336,38.9351877,-122.61991705041706,2,0
794c3ab8-3361-3042-82f4-12e3624012c1,5d996db8-84df-37a6-b696-72f9a9366abc,Hoyt490 Deckow585,M,GENERAL PRACTICE,2888 LONG BEACH BLVD,RANCHO PALOS VERDES,CA,902755370,33.7483311,-118.3707683,47,0
1595ff36-f9c8-3182-8f93-64ecbb0423fe,44b1029b-a4d9-364e-aa71-4f84d3d28b1c,Arden380 Grady603,M,GENERAL PRACTICE,117 PIRIE RD,OJAI,CA,930233166,34.443175,-119.2656178,16,0
59e6f63b-7c51-3457-9730-f3b5f9486808,73b6ad63-56f7-3f42-bbe3-079fa082a9ed,Ignacio928 Abeyta738,M,GENERAL PRACTICE,2800 BENEDICT DR,SAN LEANDRO,CA,945776840,37.716703300000006,-122.13080865946188,2,0
b55a3916-e28d-37ca-91e4-8a9345e4671d,1d8fdd15-5d8d-3128-847c-cf85f38d7570,Colene948 Roob72,F,GENERAL PRACTICE,8045 CERRITOS AVE,STANTON,CA,906802436,33.81024597345053,-117.99272781424408,14,0
ff57f647-f4fa-380d-af00-fb54386ab1a6,8f862bf4-6c7d-3da1-84cc-aa15ee4e86c8,Quinton758 Jaskolski867,M,GENERAL PRACTICE,330 MONTROSE DRIVE,FOLSOM,CA,956302720,38.681583,-121.15817511838911,6,0
2ca3f220-af37-3811-be50-1febd12fc60a,9e9ace2f-79b1-36fd-b546-5b1bd7040543,Isabel214 de Jesús414,F,GENERAL PRACTICE,21890 COLORADO AVE,SAN JOAQUIN,CA,93660,37.923589,-121.298178,31,0
96e3fb88-2d06-38fd-af1f-40e6eddd0836,d950c396-c880-3578-8f5d-bae015da3c8d,Vernie449 Emard19,F,GENERAL PRACTICE,12651 LAKEWOOD BLVD,DOWNEY,CA,902424561,33.91581809027035,-118.13867814412407,8,0
d99f76ee-1e10-3ea4-9eec-e3fea5a9fbd8,778abc7a-f5e2-3366-a458-b5206db001c8,Rosario163 Fuentes250,F,GENERAL PRACTICE,650 W ALLUVIAL AVE,FRESNO,CA,937276588,36.84389325,-119.72604386708018,39,0
f9bbaa03-57fa-306f-878e-37a2f92fd455,f211dbc7-e4ec-32e4-89ee-e2b5c7f891e4,Hilary419 Schaefer657,F,GENERAL PRACTICE,1501 CLAUS RD,MODESTO,CA,953559711,37.66520015379475,-120.92137329745395,4,0
af243223-e9a8-38b4-831f-96b1ab8e4dee,9b299563-6d4e-35d7-b1a2-d3045ad4f5d5,Daria61 Weber641,F,GENERAL PRACTICE,6041 CADILLAC AVE,LOS ANGELES,CA,900341702,34.038716300000004,-118.37480911030259,4,0
2ce2eae0-b8d8-3d1c-956e-772e7df88a9f,f3423ebc-9130-346a-b0ce-4d525ea9bb7b,Rico947 Barrows492,M,GENERAL PRACTICE,9995 CARMEL MOUNTAIN RD,SAN DIEGO,CA,92129,32.96074465006127,-117.11202541583458,89,0
fb1fc67b-0bae-3f9f-91c9-9cb5a1f29545,6f8eb99b-ee1e-3791-9778-ff3a392246a2,Marhta321 Metz686,F,GENERAL PRACTICE,22675 ALESSANDRO BLVD,MORENO VALLEY,CA,925538551,33.917001223552035,-117.26702073080725,295,0
f1ad4613-839f-339b-8dd9-5449d5ceb87e,e6b3c7cf-49d3-3f0e-9445-11a5614a0ad3,Chris95 Casper496,M,GENERAL PRACTICE,4650 LINCOLN BLVD,MARINA DEL REY,CA,902926638,33.98135232254192,-118.4401292012784,8,0
c792ab7d-ba92-35a1-ad93-44fc41891d29,956037bc-2c7b-3ac1-b8b1-4c9ccbedd166,Valentine262 Leannon79,M,GENERAL PRACTICE,2240 NORTH HARBOR BLVD.,FULLERTON,CA,928352634,33.897785,-117.92892980785123,4,0
019d2658-dee4-36bc-a25f-e6dbfbd34454,24907435-953a-3804-9cff-34bd9cdc520c,Agustín529 Hurtado459,M,GENERAL PRACTICE,350 S OAK AVE,OAKDALE,CA,953613519,37.75742625,-120.86147648614514,2,0
0dd826a1-97d3-333b-af50-2dba0ce137ef,10616210-c9fe-3249-88e2-047303dc10d2,Sid118 McCullough561,M,GENERAL PRACTICE,2298 Norris Avenue,Crescent City,CA,95531,41.76196580000001,-124.1590554,19,0
5ad81630-768b-3dee-9501-919fdc795aff,27cabd2c-a8ec-3860-9ca0-671577afe7b4,Adela471 King743,F,GENERAL PRACTICE,5555 GROSSMONT CENTER DR,LA MESA,CA,919423019,32.78093805,-117.00666249522895,4,0
86335e8c-a3f3-3c4c-b567-c6708b742157,8585d07b-2da1-3bb0-bc20-3eb19ad71506,Melanie283 Littel644,F,GENERAL PRACTICE,1250 SMITH ST,KINGSBURG,CA,936312216,36.513012326289086,-119.5489651267704,35,0
314c6fcb-030c-3f2a-8f16-44ea2da023f5,accc48e0-9f06-3cbe-89d3-df83ee3cd925,Duncan491 Howe413,M,GENERAL PRACTICE,1809 VERDUGO BLVD,GLENDALE,CA,912081402,34.20572112438017,-118.21518567231655,166,0
778e9ebe-a8a1-3dc5-b765-3f8d53d72f22,753e6fb7-44c8-3d87-93d2-88e350f7c65d,Gabriela205 Garrido242,F,GENERAL PRACTICE,5190 ATLANTIC AVE,LONG BEACH,CA,908056510,33.85024593877551,-118.18481673469388,86,0
406e608c-61ac-36b2-bc10-6827ac376595,d42a780d-6121-35c6-95d3-9bf85c038ad4,Rosario163 Grimes165,M,GENERAL PRACTICE,4251 CRENSHAW BLVD,LOS ANGELES,CA,900082536,34.00674627100674,-118.33480643067148,30,0
2b8fe2f1-f08f-36f0-a352-3a7a8a3fc489,50c26f5e-28f6-3ab3-af2a-c5117e68ba23,Kirby843 McKenzie376,M,GENERAL PRACTICE,2224 MEDICAL CENTER DR,PERRIS,CA,925712638,33.8127434,-117.22237386582944,8,0
7d57f385-375b-3de9-9a1e-124c8dd8fe33,00aa3dc5-6859-3678-b0e1-ce9708fc1f32,Melvin857 Howe413,F,GENERAL PRACTICE,1580 VALENCIA ST STE 701,SAN FRANCISCO,CA,941104421,37.747179,-122.42029195652174,17,0
dcdf2e69-0dc0-3bb9-b1ac-c0411ff2e0c3,61bc72de-993c-32a1-a33c-2c8caf40be04,Azzie965 Ziemann98,F,GENERAL PRACTICE,501 PETALUMA AVE,SEBASTOPOL,CA,954724215,38.397302499999995,-122.8192628217564,2,0
ff132253-63a9-3f04-9b1b-88e4bacacdf0,0999f761-3582-394e-b35b-b28fc1fb2434,Maynard46 Buckridge80,M,GENERAL PRACTICE,31700 TEMECULA PKWY,TEMECULA,CA,925925896,33.4810738,-117.10616979081323,1,0
42bd93c7-a6ef-3615-9266-db638856089c,485a01e6-9ba0-3fed-9f13-ca5942705d8b,Kyle55 Collier206,M,GENERAL PRACTICE,2701 S BRISTOL ST,SANTA ANA,CA,927046201,33.7109311,-117.884387,2,0
0b666d27-4b8e-3e17-8131-093df403a185,6f3d8a12-0402-349c-aeaa-e4857ff40a55,Man114 Berge125,M,GENERAL PRACTICE,3100 PONTE MORINO DR,CAMERON PARK,CA,956827450,38.662473,-120.967315,28,0
77179cff-4c18-3aeb-bd83-ecfff2633138,b696b1e9-bedc-3632-a604-e8412a54a77b,Leon728 Tromp100,M,GENERAL PRACTICE,7758 KNOTT AVE,BUENA PARK,CA,906202420,33.849022490822136,-118.01093747934428,50,0
4efd8791-f0c7-339c-a843-354dc281f1cc,f4c01448-24db-35ef-be8e-3b7677579147,Lucio648 Botsford977,M,GENERAL PRACTICE,6368 HOLLYWOOD BLVD,LOS ANGELES,CA,900286320,34.101338600000005,-118.3289761777635,23,0
0e1b41c0-b8b8-3578-8ffa-0598a6e128e1,a8269531-c7a3-3fc4-a20e-f39340660818,Julia241 Preciado125,F,GENERAL PRACTICE,1133 E STANLEY BLVD,LIVERMORE,CA,945504246,37.678421099999994,-121.7807809965404,15,0
fa673d8c-0d90-3b7f-9c49-6f8b17fd1eb8,5d4d8c26-a990-3e04-9aec-56f6b05e6716,Aaron697 Strosin214,M,GENERAL PRACTICE,100 W CALIFORNIA BLVD,PASADENA,CA,911053010,34.133226050000005,-118.15224362882289,2,0
23c4f448-b9c1-3c6b-b0fe-c218e5b4d340,f2d6f446-6bac-33c5-aacb-f080c286119c,Nikki942 VonRueden376,F,GENERAL PRACTICE,5814 VAN ALLEN WAY STE 215,CARLSBAD,CA,920087360,33.13618886537234,-117.28763579812482,44,0
fd73cf09-310f-3b2a-a3cd-1d430fbe9d50,a47830b2-f8a1-30cb-a1af-ec6ca6f01364,Hellen346 Roberts511,F,GENERAL PRACTICE,4002 VISTA WAY,VISTA,CA,920836028,32.6409084,-117.0680924,6,0
f1e7871d-8a27-3522-a91d-793283074ec7,111a6627-8023-3c65-8f03-33034625be5b,Mayte822 Rincón417,F,GENERAL PRACTICE,506 W VALLEY BLVD STE 300,SAN GABRIEL,CA,917765716,34.07930326238487,-118.10694424482823,36,0
1a260728-e024-33af-810c-5513acaef94b,e550a083-4527-304f-a893-c1e9353acf8d,Jack927 Wilkinson796,M,GENERAL PRACTICE,654 JENEVEIN AVE,SAN BRUNO,CA,940664230,37.62284979591837,-122.41317165306123,47,0
d7600a5f-c7d5-34a2-ac83-99edca399805,c1258906-94b1-37eb-85ae-a8c45a093eda,Victoria535 Roob72,F,GENERAL PRACTICE,5189 HOSPITAL RD,MARIPOSA,CA,953389524,37.50042955,-119.97767854300642,2,0
e53124c7-eef7-3094-85ba-023654850412,597dc2ee-d7e4-3bd0-9c51-d1522a17dccf,Jaime666 Nicolas769,M,GENERAL PRACTICE,515 S DRIVE,MOUNTAIN VIEW,CA,940404209,37.3667811,-122.0836616,46,0
0b9ff0a7-a64c-3739-9d72-d6456442b6dc,faaf85cf-b1d3-3907-9256-122731947a18,Whitney250 Trantow673,M,GENERAL PRACTICE,9315 TELEGRAPH RD,PICO RIVERA,CA,906605424,33.95708011111111,-118.10425333333333,98,0
eb26e60b-6039-3ab2-a4aa-09b51c5354af,75a06810-d6b7-31fa-86db-62c30533cbee,Rogelio17 Gulgowski816,M,GENERAL PRACTICE,1000 TRANCAS ST,NAPA,CA,945582906,38.325328,-122.29608913388623,2,0
8e66f334-9ac5-3b2f-9863-7082c0f9b1bd,c5a011e3-6018-345c-aa4c-af768f81976a,Tiffani287 Kihn564,F,GENERAL PRACTICE,2400 BROADWAY,SANTA MONICA,CA,904042046,34.030254,-118.474689,41,0
36c1990f-cebb-39e4-847a-f36386cd7b7f,30c36640-e981-3da7-bb48-2915d3a4a993,Katerine813 Wunsch504,F,GENERAL PRACTICE,3800 JANES RD,ARCATA,CA,955214742,40.8963453,-124.09127125057753,2,0
2eb96843-8a0d-3a69-a769-d6cb548e2d1e,103c0eb0-d706-369a-bb96-b007e38e1a4a,Wes853 Orn563,M,GENERAL PRACTICE,203 WALKER STREET  SUITE 2,ORLAND,CA,959639904,39.747496,-122.19226289795918,30,0
ecc9902e-a7b3-34cd-b1dd-cb6a8ac8126f,a5859c8f-73ce-318c-8c9e-63c9667b7342,Bradley693 Runolfsson901,M,GENERAL PRACTICE,35800 HIGHWAY 190,SPRINGVILLE,CA,932659116,36.133236,-118.814736,29,0
25401148-54e8-3e11-b18b-9f9f652f3d3c,a5edda5a-9696-380e-a61e-a39ae560f45d,Eula461 Swaniawski813,F,GENERAL PRACTICE,229 S GLASSELL ST,ORANGE,CA,928661945,33.785520500000004,-117.85266439560635,37,0
a81750f3-1dc9-3088-bb14-58cc0f3f9105,d3e0b1fa-2673-3e4d-b551-f0913900bc11,Alycia285 Hudson301,F,GENERAL PRACTICE,4644 LINCOLN BLVD STE 410,CULVER CITY,CA,902326849,34.0211224,-118.396466,33,0
edc1fb98-3fcf-320e-9d7d-6cc244fb275c,9b5f4e68-379f-3b0e-8e08-2ebd8885d5a6,Blanch844 O'Kon634,F,GENERAL PRACTICE,81709 DR CARREON BLVD STE C5,INDIO,CA,922015509,33.7192808,-116.2188054,30,0
74f0dccd-0ccc-3029-b27d-f663beba46d5,0c7cfbaa-65b9-32f9-81d1-d9820789f360,Dallas143 Friesen796,M,GENERAL PRACTICE,1720 TERMINO AVENUE,LONG BEACH,CA,908042104,33.78889995,-118.14491916024461,2,0
d942f60b-8ecb-3cc4-a357-69718d51eec5,bb9dec6b-68ce-3465-9f32-83272388969f,Laine739 Torphy630,F,GENERAL PRACTICE,500 E MAIN ST,SANTA PAULA,CA,930602607,34.351107,-119.068735,55,0
f1b1392f-f7e9-31d6-bd79-1168bba7d326,27d205a9-5ac0-3622-a28f-9f4d0f84471c,Roselyn270 Auer97,F,GENERAL PRACTICE,777 CORPORATE DR STE 150,LADERA RANCH,CA,926942136,33.5537789,-117.6298481,64,0
8c133238-e265-3c19-a119-36cedbe2d692,801eef2c-d97c-38c8-9867-3e00fe252fb8,Luvenia178 Kessler503,F,GENERAL PRACTICE,455 MAIN STREET,EL SEGUNDO,CA,902453006,33.922011600000005,-118.41620868992581,114,0
19ed6bf9-8eda-35ca-9315-ee3d7dbbc152,5f81d54f-8a92-35af-b1cd-a18712602466,Kandi717 Beahan375,F,GENERAL PRACTICE,2412 3RD STREET  SUITE B,HUGHSON,CA,953260249,37.596478000000005,-120.8665125,68,0
2f2e406b-7b85-3f84-be43-c73d6f0aa58e,1d90f3ce-5259-341c-82c7-ffbd5576e4dc,Natalia964 Alanis890,F,GENERAL PRACTICE,1241 E HILLSDALE BLVD,FOSTER CITY,CA,944041241,37.566805014411806,-122.26789412394027,28,0
bd9e46f3-40b5-3e96-9306-765e38cd2e45,19306a6f-1cac-3440-ba25-a3dbfd4fe4d3,Graciela518 Carranza218,F,GENERAL PRACTICE,501 S BUENA VISTA ST,BURBANK,CA,915054809,34.15594575,-118.32832890181228,7,0
e0fa5407-f864-3b55-b190-cc690a2bcd52,fdf6e005-548a-3291-abf1-1417cf5c011b,Classie132 Willms744,F,GENERAL PRACTICE,51 N 5TH AVE,ARCADIA,CA,91006,34.1362075,-118.0401497,2,0
e19d9748-18e5-3651-9f0e-13d106e735c3,0aa2b5e5-372a-3840-b541-f3f808f4a4ac,Johnie961 Mante251,M,GENERAL PRACTICE,1837 SUNNYCREST DR,FULLERTON,CA,928352523,33.89179555144579,-117.93069913179289,107,0
aab63017-fd92-3e58-8dcd-d57844219822,5e67450b-75a1-3d10-b18d-930699ad8b2b,Tyler508 Ferry570,M,GENERAL PRACTICE,1325 COTTONWOOD STREET,WOODLAND,CA,956955131,38.66499115,-121.79220758650283,4,0
66a4dfbf-a23e-3b7e-aa9d-87d46972ec9f,0ec61f7a-0e36-316c-9fc6-2723af08998e,Latonya462 Hackett68,F,GENERAL PRACTICE,10850 MACARTHUR BLVD,BERKELEY,CA,947051912,37.8753497,-122.23963364918777,101,0
524ad971-eb40-3fc1-a379-9d21cafa2386,60497871-e4b2-3532-9814-e580cafb0a28,Gonzalo160 Escobedo608,M,GENERAL PRACTICE,25555 HESPERIAN BLVD RM 2315,HAYWARD,CA,945452447,37.6688205,-122.080796,122,0
dfd4e2b0-53e9-31d3-aa86-e7ad47d52783,4204a680-4d09-3c97-8919-cd14d2e39f96,Luis923 Bergstrom287,M,GENERAL PRACTICE,18646 OXNARD ST,TARZANA,CA,913561411,34.17989952722889,-118.53958957448695,7,0
c423bcf8-8559-3999-a8a9-2fb0e338d371,7d454746-49c2-3350-9f9b-3f6c07bdc10c,Lynell252 McLaughlin530,F,GENERAL PRACTICE,8700 WARNER AVE,FOUNTAIN VALLEY,CA,927086728,33.71545845,-117.977168,80,0
